# Метеостанция Виллакубле (аэропорт), Франция, METAR=LFPV, выборка с 18.01.2024 по 18.02.2024, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=LFPV&lang=ru
#
"Местное время в Виллакубле (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"15.02.2024 13:30";"16.0";"743.3";"759.0";"63";"Ветер, дующий с юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"15.02.2024 13:00";"15.0";"743.2";"759.0";"68";"Ветер, дующий с юго-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"15.02.2024 12:30";"14.0";"743.9";"759.7";"67";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 12:00";"14.0";"743.9";"759.7";"72";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"15.02.2024 11:30";"13.0";"743.8";"759.7";"77";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"15.02.2024 11:00";"13.0";"744.6";"760.5";"72";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 10:30";"12.0";"744.5";"760.5";"77";"Ветер, дующий с юго-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 10:00";"12.0";"744.5";"760.5";"77";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 09:30";"11.0";"744.5";"760.5";"82";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 09:00";"10.0";"745.1";"761.2";"88";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 08:30";"10.0";"745.1";"761.2";"88";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 08:00";"10.0";"745.1";"761.2";"88";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 07:30";"10.0";"745.9";"762.0";"88";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 07:00";"10.0";"745.9";"762.0";"88";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 06:30";"10.0";"745.9";"762.0";"88";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 06:00";"11.0";"746.0";"762.0";"82";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 05:30";"11.0";"746.0";"762.0";"82";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 05:00";"11.0";"746.0";"762.0";"82";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 04:30";"11.0";"746.7";"762.8";"82";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 04:00";"11.0";"746.7";"762.8";"82";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 03:30";"11.0";"746.7";"762.8";"82";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"15.02.2024 03:00";"11.0";"747.4";"763.5";"88";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"15.02.2024 02:30";"12.0";"747.5";"763.5";"82";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"15.02.2024 02:00";"12.0";"747.5";"763.5";"82";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"15.02.2024 01:30";"13.0";"747.5";"763.5";"77";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"15.02.2024 01:00";"13.0";"747.5";"763.5";"77";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"15.02.2024 00:30";"13.0";"747.5";"763.5";"82";"Ветер, дующий с юга";"4";"";"Слабый(ая)(ые) дождь";"";"Кучевые мощные большой вертикальной протяженности";"10.0 и более";"10.0";
"15.02.2024 00:00";"13.0";"748.3";"764.3";"77";"Ветер, дующий с юга";"4";"";"Слабый(ая)(ые) дождь";"";"Нет существенной облачности";"10.0 и более";"9.0";
"14.02.2024 23:30";"13.0";"748.3";"764.3";"77";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"14.02.2024 23:00";"13.0";"748.3";"764.3";"82";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"14.02.2024 22:30";"13.0";"748.3";"764.3";"82";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"14.02.2024 22:00";"13.0";"748.3";"764.3";"82";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"14.02.2024 21:30";"13.0";"748.3";"764.3";"82";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"14.02.2024 21:00";"13.0";"748.3";"764.3";"82";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"14.02.2024 20:30";"12.0";"748.3";"764.3";"88";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"14.02.2024 20:00";"12.0";"748.9";"765.0";"94";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"14.02.2024 19:30";"13.0";"749.0";"765.0";"88";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"14.02.2024 19:00";"13.0";"749.0";"765.0";"88";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"14.02.2024 18:30";"13.0";"749.0";"765.0";"88";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Разорванная (60-90%) 1410 м, разорванная (60-90%) 7200 м";"10.0 и более";"11.0";
"14.02.2024 18:00";"14.0";"749.1";"765.0";"82";"Ветер, дующий с юго-запада";"4";"";"";"";"Незначительная (10-30%) 480 м, разорванная (60-90%) 1470 м";"10.0 и более";"11.0";
"14.02.2024 17:30";"14.0";"749.1";"765.0";"82";"Ветер, дующий с юго-запада";"4";"";"";"";"Разорванная (60-90%) 480 м, сплошная (100%) 1380 м";"10.0 и более";"11.0";
"14.02.2024 17:00";"14.0";"748.4";"764.3";"82";"Ветер, дующий с юго-запада";"4";"";"";"";"Разорванная (60-90%) 480 м, разорванная (60-90%) 690 м, разорванная (60-90%) 930 м";"10.0 и более";"11.0";
"14.02.2024 16:30";"14.0";"748.4";"764.3";"82";"Ветер, дующий с юго-запада";"4";"";"";"";"Разорванная (60-90%) 540 м, разорванная (60-90%) 840 м, сплошная (100%) 1440 м";"10.0 и более";"11.0";
"14.02.2024 16:00";"14.0";"748.4";"764.3";"82";"Ветер, дующий с юго-запада";"4";"";"";"";"Разорванная (60-90%) 510 м, сплошная (100%) 690 м";"10.0 и более";"11.0";
"14.02.2024 15:30";"14.0";"748.4";"764.3";"82";"Ветер, дующий с юго-запада";"4";"";"";"";"Разорванная (60-90%) 510 м, разорванная (60-90%) 690 м, сплошная (100%) 1140 м";"10.0 и более";"11.0";
"14.02.2024 15:00";"14.0";"749.1";"765.0";"82";"Ветер, дующий с юго-запада";"4";"";"";"";"Разорванная (60-90%) 450 м, сплошная (100%) 660 м";"10.0 и более";"11.0";
"14.02.2024 14:30";"13.0";"749.0";"765.0";"88";"Ветер, дующий с юго-запада";"5";"";"";"";"Разорванная (60-90%) 330 м, сплошная (100%) 540 м";"10.0 и более";"11.0";
"14.02.2024 14:00";"13.0";"749.0";"765.0";"88";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"11.0";
"14.02.2024 13:30";"12.0";"748.9";"765.0";"94";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"11.0";
"14.02.2024 13:00";"12.0";"748.9";"765.0";"94";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"11.0";
"14.02.2024 12:30";"12.0";"748.9";"765.0";"94";"Ветер, дующий с юго-запада";"4";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 180 м";"10.0 и более";"11.0";
"14.02.2024 12:00";"11.0";"748.9";"765.0";"100";"Ветер, дующий с юго-запада";"5";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 150 м";"10.0 и более";"11.0";
"14.02.2024 11:30";"11.0";"748.9";"765.0";"100";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"11.0";
"14.02.2024 11:00";"11.0";"748.9";"765.0";"100";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) дождь, морось";"";"Сплошная (100%) 180 м";"10.0 и более";"11.0";
"14.02.2024 10:30";"11.0";"748.9";"765.0";"100";"Ветер, дующий с юго-юго-запада";"5";"";"Слабый(ая)(ые) морось";"";"Сплошная (100%) 180 м";"10.0 и более";"11.0";
"14.02.2024 10:00";"11.0";"748.9";"765.0";"100";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) морось";"";"Сплошная (100%) 180 м";"10.0 и более";"11.0";
"14.02.2024 09:30";"11.0";"748.9";"765.0";"100";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"11.0";
"14.02.2024 09:00";"10.0";"748.8";"765.0";"100";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Сплошная (100%) 90 м";"7.0";"10.0";
"14.02.2024 08:30";"10.0";"748.2";"764.3";"100";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Сплошная (100%) 60 м";"6.0";"10.0";
"14.02.2024 08:00";"10.0";"748.2";"764.3";"100";"Ветер, дующий с юго-юго-запада";"3";"";"Дымка";"";"Вертикальная видимость";"4.1";"10.0";
"14.02.2024 07:30";"10.0";"748.2";"764.3";"100";"Ветер, дующий с юго-юго-запада";"3";"";"Дымка";"";"Вертикальная видимость";"1.6";"10.0";
"14.02.2024 07:00";"10.0";"748.2";"764.3";"100";"Ветер, дующий с юго-юго-запада";"3";"";"Дымка";"";"Вертикальная видимость";"2.2";"10.0";
"14.02.2024 06:30";"10.0";"748.2";"764.3";"100";"Ветер, дующий с юго-юго-запада";"3";"";"Дымка";"";"Вертикальная видимость";"3.3";"10.0";
"14.02.2024 06:00";"9.0";"748.1";"764.3";"100";"Ветер, дующий с юго-юго-запада";"3";"";"Дымка";"";"Вертикальная видимость";"1.9";"9.0";
"14.02.2024 05:30";"9.0";"748.1";"764.3";"100";"Ветер, дующий с юго-юго-запада";"3";"";"Дымка";"";"Вертикальная видимость";"3.0";"9.0";
"14.02.2024 05:00";"9.0";"748.1";"764.3";"100";"Ветер, дующий с юго-запада";"3";"";"Морось, дымка";"";"Сплошная (100%) 60 м";"4.3";"9.0";
"14.02.2024 04:30";"9.0";"748.1";"764.3";"100";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 90 м";"7.0";"9.0";
"14.02.2024 04:00";"9.0";"748.1";"764.3";"100";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Сплошная (100%) 90 м";"6.0";"9.0";
"14.02.2024 03:30";"9.0";"748.1";"764.3";"100";"Ветер, дующий с юго-запада";"4";"";"Слабый(ая)(ые) дождь, морось, дымка";"";"Сплошная (100%) 90 м";"5.0";"9.0";
"14.02.2024 03:00";"9.0";"748.1";"764.3";"100";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 120 м";"8.0";"9.0";
"14.02.2024 02:30";"9.0";"747.3";"763.5";"94";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Сплошная (100%) 120 м";"10.0 и более";"8.0";
"14.02.2024 02:00";"9.0";"747.3";"763.5";"94";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"8.0";
"14.02.2024 01:30";"9.0";"747.3";"763.5";"94";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"8.0";
"14.02.2024 01:00";"9.0";"747.3";"763.5";"94";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 210 м";"10.0 и более";"8.0";
